id,abstract_len,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1866538075,0,"Purification of a hepatic 123,000-dalton hormone-stimulated 32P-peptide and its identification as ATP-citrate lyase.",1979-08-01,92,journal-article,468805,5,A5031714701,Joseph Avruch,,,,1
W1044048047,113,Genetic polymorphism in normal human fibroblasts as analyzed by two-dimensional polyacrylamide gel electrophoresis.,1979-08-01,90,journal-article,468800,1,A5052423999,K Walton,,,,1
W1044048047,113,Genetic polymorphism in normal human fibroblasts as analyzed by two-dimensional polyacrylamide gel electrophoresis.,1979-08-01,90,journal-article,468800,2,A5031707262,David Styer,,,,1
W1044048047,113,Genetic polymorphism in normal human fibroblasts as analyzed by two-dimensional polyacrylamide gel electrophoresis.,1979-08-01,90,journal-article,468800,3,A5087604232,Eric Gruenstein,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,1,A5084959996,Matthew M. Rechler,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,2,A5076902671,Howard J. Eisen,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,3,A5014083397,Olga Zazuco Higa,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,4,A5069714731,Peter Nissley,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,5,A5058457879,Alan C. Moses,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,6,A5088470615,Ellen E. Schilling,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,7,A5040215862,Ilene Fennoy,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,8,A5032947684,Carmelo B. Bruni,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,9,A5061795428,Lawrence S. Phillips,,,,1
W1594575060,112,Characterization of a somatomedin (insulin-like growth factor) synthesized by fetal rat liver organ cultures.,1979-08-01,90,journal-article,468799,10,A5060964196,Kathleen L. Baird,,,,1
W277110946,0,Processing of carbohydrate units of glycoproteins. Characterization of a thyroid glucosidase.,1979-08-01,85,journal-article,468779,1,A5005369621,R G Spiro,,,,1
W277110946,0,Processing of carbohydrate units of glycoproteins. Characterization of a thyroid glucosidase.,1979-08-01,85,journal-article,468779,2,A5074267286,Mary Jane Spiro,,,,1
W277110946,0,Processing of carbohydrate units of glycoproteins. Characterization of a thyroid glucosidase.,1979-08-01,85,journal-article,468779,3,A5044884906,V D Bhoyroo,,,,1
W232944314,0,Rat liver microsomal elongation of fatty acids. Possible involvement of cytochrome b5.,1979-08-01,82,journal-article,468787,1,A5005083366,Susan R. Keyes,,,,1
W232944314,0,Rat liver microsomal elongation of fatty acids. Possible involvement of cytochrome b5.,1979-08-01,82,journal-article,468787,2,A5009150600,Josephine Alfano,,,,1
W232944314,0,Rat liver microsomal elongation of fatty acids. Possible involvement of cytochrome b5.,1979-08-01,82,journal-article,468787,3,A5079746317,Ingela Jansson,,,,1
W232944314,0,Rat liver microsomal elongation of fatty acids. Possible involvement of cytochrome b5.,1979-08-01,82,journal-article,468787,4,A5048207371,Dominick L. Cinti,,,,1
W103819310,0,"Nucleosidases from Leishmania donovani. Pyrimidine ribonucleosidase, purine ribonucleosidase, and a novel purine 2'-deoxyribonucleosidase.",1979-10-01,73,journal-article,468819,1,A5073798859,George W. Koszalka,,,,1
W103819310,0,"Nucleosidases from Leishmania donovani. Pyrimidine ribonucleosidase, purine ribonucleosidase, and a novel purine 2'-deoxyribonucleosidase.",1979-10-01,73,journal-article,468819,2,A5079132885,Thomas A. Krenitsky,,,,1
W2169605947,104,"Resonance Raman scattering from uteroferrin, the purple glycoprotein of the porcine uterus.",1979-10-01,72,journal-article,468828,1,A5018222107,Bruce P. Gaber,,,,1
W2169605947,104,"Resonance Raman scattering from uteroferrin, the purple glycoprotein of the porcine uterus.",1979-10-01,72,journal-article,468828,2,A5016720231,James P. Sheridan,,,,1
W2169605947,104,"Resonance Raman scattering from uteroferrin, the purple glycoprotein of the porcine uterus.",1979-10-01,72,journal-article,468828,3,A5021286537,Fuller W. Bazer,,,,1
W2169605947,104,"Resonance Raman scattering from uteroferrin, the purple glycoprotein of the porcine uterus.",1979-10-01,72,journal-article,468828,4,A5024963760,R. Michael Roberts,,,,1
W1661602970,113,The isolation and amino acid/sugar composition of human fibroblastoid interferon.,1979-08-01,67,journal-article,468807,1,A5055512169,Y. H. Tan,,,,1
W1661602970,113,The isolation and amino acid/sugar composition of human fibroblastoid interferon.,1979-08-01,67,journal-article,468807,2,A5067137704,Fatima Barakat,,,,1
W1661602970,113,The isolation and amino acid/sugar composition of human fibroblastoid interferon.,1979-08-01,67,journal-article,468807,3,A5026715550,Wolfgang Berthold,,,,1
W1661602970,113,The isolation and amino acid/sugar composition of human fibroblastoid interferon.,1979-08-01,67,journal-article,468807,4,A5059977329,Heidi Smith-Johannsen,,,,1
W1661602970,113,The isolation and amino acid/sugar composition of human fibroblastoid interferon.,1979-08-01,67,journal-article,468807,5,A5088805388,Celine Tan,,,,1
W1665170788,228,Stimulation and inhibition of cellular functions by glucocorticoids. Correlations with rapid influences on chromatin structure.,1979-08-01,63,journal-article,468788,1,A5075215868,Lorin K. Johnson,,,,1
W1665170788,228,Stimulation and inhibition of cellular functions by glucocorticoids. Correlations with rapid influences on chromatin structure.,1979-08-01,63,journal-article,468788,2,A5017224340,Nancy C. Lan,,,,1
W1665170788,228,Stimulation and inhibition of cellular functions by glucocorticoids. Correlations with rapid influences on chromatin structure.,1979-08-01,63,journal-article,468788,3,A5083296600,John D. Baxter,,,,1
W1534902668,92,A high molecular weight protease in liver cytosol.,1979-10-01,62,journal-article,468813,1,A5049801323,Irwin A. Rose,,,,1
W1534902668,92,A high molecular weight protease in liver cytosol.,1979-10-01,62,journal-article,468813,2,A5088478738,Jessie V.B. Warms,,,,1
W1534902668,92,A high molecular weight protease in liver cytosol.,1979-10-01,62,journal-article,468813,3,A5035630459,Avram Hershko,,,,1
W1770317606,105,Thermodynamics of the interaction of insulin with its receptor.,1979-08-01,62,journal-article,468783,1,A5091616663,Magalì Waelbroeck,,,,1
W1770317606,105,Thermodynamics of the interaction of insulin with its receptor.,1979-08-01,62,journal-article,468783,2,A5082652915,Emmanuel Van Obberghen,,,,1
W1770317606,105,Thermodynamics of the interaction of insulin with its receptor.,1979-08-01,62,journal-article,468783,3,A5015494879,Pierre De Meyts,,,,1
W1535994913,87,alpha Chain mutations with opposite effects on the gelation of hemoglobin S.,1979-10-01,54,journal-article,468817,1,A5015062308,Ruth E. Benesch,,,,1
W1535994913,87,alpha Chain mutations with opposite effects on the gelation of hemoglobin S.,1979-10-01,54,journal-article,468817,2,A5080019149,Suzanna Kwong,,,,1
W1535994913,87,alpha Chain mutations with opposite effects on the gelation of hemoglobin S.,1979-10-01,54,journal-article,468817,3,A5074125601,Rohinton Edalji,,,,1
W1535994913,87,alpha Chain mutations with opposite effects on the gelation of hemoglobin S.,1979-10-01,54,journal-article,468817,4,A5015062308,Ruth E. Benesch,,,,1
W1594383166,83,Role of eukaryotic initiation factor 5 in the formation of 80 S initiation complexes.,1979-08-01,53,journal-article,468782,1,A5079534489,Daniel T. Peterson,,,,1
W1594383166,83,Role of eukaryotic initiation factor 5 in the formation of 80 S initiation complexes.,1979-08-01,53,journal-article,468782,2,A5081065694,Brian Safer,,,,1
W1594383166,83,Role of eukaryotic initiation factor 5 in the formation of 80 S initiation complexes.,1979-08-01,53,journal-article,468782,3,A5058869043,William C. Merrick,,,,1
W138730747,132,Differences in the distribution of poly(A) size classes in individual messenger RNAs from neuroblastoma cells.,1979-08-01,47,journal-article,468781,1,A5077295441,Marcelle R. Morrison,University of Texas at Austin,The University of Texas at Austin,I86519309,1
W138730747,132,Differences in the distribution of poly(A) size classes in individual messenger RNAs from neuroblastoma cells.,1979-08-01,47,journal-article,468781,2,A5032590126,Richard D. Brodeur,University of Texas at Austin,The University of Texas at Austin,I86519309,1
W138730747,132,Differences in the distribution of poly(A) size classes in individual messenger RNAs from neuroblastoma cells.,1979-08-01,47,journal-article,468781,3,A5024890460,Sibile Pardue,University of Texas at Austin,The University of Texas at Austin,I86519309,1
W138730747,132,Differences in the distribution of poly(A) size classes in individual messenger RNAs from neuroblastoma cells.,1979-08-01,47,journal-article,468781,4,A5032852327,Fred Baskin,,,,1
W138730747,132,Differences in the distribution of poly(A) size classes in individual messenger RNAs from neuroblastoma cells.,1979-08-01,47,journal-article,468781,5,A5002465187,Christopher D. Hall,,,,1
W138730747,132,Differences in the distribution of poly(A) size classes in individual messenger RNAs from neuroblastoma cells.,1979-08-01,47,journal-article,468781,6,A5076356260,Roger N. Rosenberg,Physiology,,,1
W1552916902,0,Isolation from glomerular basement membrane of a glycopeptide containing both asparagine-linked and hydroxylysine-linked carbohydrate units.,1979-10-01,44,journal-article,468809,1,A5071564621,Michael Levine,,,,1
W1552916902,0,Isolation from glomerular basement membrane of a glycopeptide containing both asparagine-linked and hydroxylysine-linked carbohydrate units.,1979-10-01,44,journal-article,468809,2,A5022452141,Robert G. Spiro,,,,1
W2285897383,0,"Adrenal cortex mitochondrial cytochrome P-450 specific to cholesterol side chain cleavage reaction. Spectral changes induced by detergents, alcohols, amines, phospholipids, steroid hydroxylase inhibitors, and steroid substrates, and conditions for adrenodoxin binding to the cytochrome.",1979-10-01,35,journal-article,468831,1,A5070620897,Toshiko Kido,,,,1
W2285897383,0,"Adrenal cortex mitochondrial cytochrome P-450 specific to cholesterol side chain cleavage reaction. Spectral changes induced by detergents, alcohols, amines, phospholipids, steroid hydroxylase inhibitors, and steroid substrates, and conditions for adrenodoxin binding to the cytochrome.",1979-10-01,35,journal-article,468831,2,A5072284502,Masao Arakawa,,,,1
W2285897383,0,"Adrenal cortex mitochondrial cytochrome P-450 specific to cholesterol side chain cleavage reaction. Spectral changes induced by detergents, alcohols, amines, phospholipids, steroid hydroxylase inhibitors, and steroid substrates, and conditions for adrenodoxin binding to the cytochrome.",1979-10-01,35,journal-article,468831,3,A5002210618,Tokuji Kimura,,,,1
W1542257228,183,Properties and metabolism of fructose diphosphate aldolase in livers of “old” and “young” mice.,1979-10-01,32,journal-article,468818,1,A5057711141,James K. Petell,,,,1
W1542257228,183,Properties and metabolism of fructose diphosphate aldolase in livers of “old” and “young” mice.,1979-10-01,32,journal-article,468818,2,A5006763968,Herbert G. Lebherz,,,,1
W123759717,0,Interchangeable forms of thiol:protein disulfide oxidoreductase.,1979-10-01,27,journal-article,468832,1,A5013446125,David F. Carmichael,,,,1
W123759717,0,Interchangeable forms of thiol:protein disulfide oxidoreductase.,1979-10-01,27,journal-article,468832,2,A5029384135,M Keefe,,,,1
W123759717,0,Interchangeable forms of thiol:protein disulfide oxidoreductase.,1979-10-01,27,journal-article,468832,3,A5019857452,Mario Pace,,,,1
W123759717,0,Interchangeable forms of thiol:protein disulfide oxidoreductase.,1979-10-01,27,journal-article,468832,4,A5032372835,Jack E. Dixon,,,,1
W1576425120,92,Active transport of thallous ions by Streptococcus lactis.,1979-10-01,26,journal-article,468811,1,A5070609449,Eva R. Kashket,,,,1
W1598416380,136,Purification and chemical characterization of papain-solubilized histocompatibility-2 antigens from mouse liver.,1979-08-01,25,journal-article,468778,1,A5018546774,O. Henriksen,,,,1
W1598416380,136,Purification and chemical characterization of papain-solubilized histocompatibility-2 antigens from mouse liver.,1979-08-01,25,journal-article,468778,2,A5088592380,E A Robinson,,,,1
W1598416380,136,Purification and chemical characterization of papain-solubilized histocompatibility-2 antigens from mouse liver.,1979-08-01,25,journal-article,468778,3,A5036354240,Ettore Appella,,,,1
W1625092173,105,"Determination of the ADP concentration available to participate in energy metabolism in an actin-rich cell, the platelet.",1979-08-01,24,journal-article,468795,1,A5086149376,James L. Daniel,,,,1
W1625092173,105,"Determination of the ADP concentration available to participate in energy metabolism in an actin-rich cell, the platelet.",1979-08-01,24,journal-article,468795,2,A5020950833,Linda Robkin,,,,1
W1625092173,105,"Determination of the ADP concentration available to participate in energy metabolism in an actin-rich cell, the platelet.",1979-08-01,24,journal-article,468795,3,A5040110062,Ilean R. Molish,,,,1
W1625092173,105,"Determination of the ADP concentration available to participate in energy metabolism in an actin-rich cell, the platelet.",1979-08-01,24,journal-article,468795,4,A5014372220,Holm Holmsen,,,,1
W298659354,0,Regulation of prolactin mRNA analyzed using a specific cDNA probe.,1979-08-01,24,journal-article,468804,1,A5083563392,Glen A. Evans,,,,1
W298659354,0,Regulation of prolactin mRNA analyzed using a specific cDNA probe.,1979-08-01,24,journal-article,468804,2,A5022534349,M G Rosenfeld,,,,1
W1025574602,114,Interaction of membranous enzymes with membranous lipid substrates. Hydrolysis of diacylglycerol by lipase in rat brain microsomes.,1979-08-01,23,journal-article,468784,1,A5001138058,A. Rousseau,,,,1
W1025574602,114,Interaction of membranous enzymes with membranous lipid substrates. Hydrolysis of diacylglycerol by lipase in rat brain microsomes.,1979-08-01,23,journal-article,468784,2,A5011401228,Shimon Gátt,,,,1
W1502150029,138,Threshold effects on the concanavalin A-mediated agglutination of modified erythrocytes.,1979-10-01,23,journal-article,468825,1,A5018012990,Robert R. Rando,,,,1
W1502150029,138,Threshold effects on the concanavalin A-mediated agglutination of modified erythrocytes.,1979-10-01,23,journal-article,468825,2,A5090314391,George A. Orr,,,,1
W1502150029,138,Threshold effects on the concanavalin A-mediated agglutination of modified erythrocytes.,1979-10-01,23,journal-article,468825,3,A5071874757,Faan Wen Bangerter,,,,1
W1589934975,122,Mechanism of phosphoacetylglucosamine mutase.,1979-10-01,17,journal-article,468829,1,A5063896870,Pi Wan Cheng,,,,1
W1589934975,122,Mechanism of phosphoacetylglucosamine mutase.,1979-10-01,17,journal-article,468829,2,A5033165593,Don M. Carlson,,,,1
W1513237425,104,Differential dependence of reovirus-associated enzyme activities on genome RNA as determined by psoralen photosensitivity.,1979-08-01,16,journal-article,468803,1,A5059272009,Kunio Nakashima,,,,1
W1513237425,104,Differential dependence of reovirus-associated enzyme activities on genome RNA as determined by psoralen photosensitivity.,1979-08-01,16,journal-article,468803,2,A5083445196,A J LaFiandra,,,,1
W1513237425,104,Differential dependence of reovirus-associated enzyme activities on genome RNA as determined by psoralen photosensitivity.,1979-08-01,16,journal-article,468803,3,A5080737193,Aaron J. Shatkin,,,,1
W1504561882,90,Enoyl coenzyme A reduction by bovine mammary fatty acid synthetase. Specificity and other characteristics.,1979-10-01,15,journal-article,468815,1,A5061973405,Karin Ström,,,,1
W1504561882,90,Enoyl coenzyme A reduction by bovine mammary fatty acid synthetase. Specificity and other characteristics.,1979-10-01,15,journal-article,468815,2,A5055504731,W L Galeos,,,,1
W1504561882,90,Enoyl coenzyme A reduction by bovine mammary fatty acid synthetase. Specificity and other characteristics.,1979-10-01,15,journal-article,468815,3,A5027321129,Lois Davidson,,,,1
W1504561882,90,Enoyl coenzyme A reduction by bovine mammary fatty acid synthetase. Specificity and other characteristics.,1979-10-01,15,journal-article,468815,4,A5069421954,Sunil Kumar,,,,1
W1526868013,0,Activation and inhibition of crotonyl-coenzyme A reductase activity of bovine mammary fatty acid synthetase.,1979-10-01,12,journal-article,468820,1,A5061973405,Karin Ström,,,,1
W1526868013,0,Activation and inhibition of crotonyl-coenzyme A reductase activity of bovine mammary fatty acid synthetase.,1979-10-01,12,journal-article,468820,2,A5069421954,Sunil Kumar,,,,1
W1562386323,57,One-electron reduction of flavodoxin. A fast kinetic study.,1979-10-01,12,journal-article,468814,1,A5008847034,M. Faraggi,,,,1
W1562386323,57,One-electron reduction of flavodoxin. A fast kinetic study.,1979-10-01,12,journal-article,468814,2,A5007943583,Michael H. Klapper,,,,1
W1579946445,84,Partial and incomplete oxidation of palmitate by cultured beating cardiac cells from neonatal rats.,1979-10-01,11,journal-article,468827,1,A5020314913,A Pinson,,,,1
W1579946445,84,Partial and incomplete oxidation of palmitate by cultured beating cardiac cells from neonatal rats.,1979-10-01,11,journal-article,468827,2,A5041751263,J Desgrès,,,,1
W1579946445,84,Partial and incomplete oxidation of palmitate by cultured beating cardiac cells from neonatal rats.,1979-10-01,11,journal-article,468827,3,A5083221826,Michael Heller,,,,1
W93180239,146,Effect of intercalating drugs on the release of uterine nuclear estrogen receptors.,1979-10-01,11,journal-article,468824,1,A5036683032,Daniel R. Schoenberg,,,,1
W93180239,146,Effect of intercalating drugs on the release of uterine nuclear estrogen receptors.,1979-10-01,11,journal-article,468824,2,A5014426396,James H. Clark,,,,1
W2417938441,138,Purification of RNA-DNA hybrids by exclusion chromatography.,1979-08-01,9,journal-article,468802,1,A5043382453,Håkan Persson,,,,1
W2417938441,138,Purification of RNA-DNA hybrids by exclusion chromatography.,1979-08-01,9,journal-article,468802,2,A5013260560,Michel Perricaudet,,,,1
W2417938441,138,Purification of RNA-DNA hybrids by exclusion chromatography.,1979-08-01,9,journal-article,468802,3,A5024359423,Aslıhan Tolun,,,,1
W2417938441,138,Purification of RNA-DNA hybrids by exclusion chromatography.,1979-08-01,9,journal-article,468802,4,A5084998661,Lennart Philipson,,,,1
W2417938441,138,Purification of RNA-DNA hybrids by exclusion chromatography.,1979-08-01,9,journal-article,468802,5,A5071502405,Ulf Pettersson,,,,1
W1494697423,133,Radioiodination of chicken erythrocyte histones H4 and H5 in chromatin.,1979-08-01,8,journal-article,468806,1,A5063510204,G. R. Griffiths,,,,1
W1494697423,133,Radioiodination of chicken erythrocyte histones H4 and H5 in chromatin.,1979-08-01,8,journal-article,468806,2,A5002166337,Pingping Huang,,,,1
W59554,0,Mechanism of interaction of sodium dodecyl sulfate with mouse interferon.,1979-08-01,3,journal-article,468785,1,A5053088104,Irwin A. Braude,,,,1
W59554,0,Mechanism of interaction of sodium dodecyl sulfate with mouse interferon.,1979-08-01,3,journal-article,468785,2,A5040662398,Erik De Clercq,,,,1
W2064824097,0,Androgenetic origin of hydatidiform mole.,1977-08-18,626,journal-article,561314,1,A5077218050,Tadashi Kajii,"Genetic and Endocrine Unit, Department of Pediatrics, State University of New York, Upstate Medical Center, Syracuse",SUNY Upstate Medical University,I20388574,1
W2064824097,0,Androgenetic origin of hydatidiform mole.,1977-08-18,626,journal-article,561314,2,A5079040921,Koso Ohama,"Department of Obstetrics and Gynaecology, Hiroshima University School of Medicine, Hiroshima, Japan",Hiroshima University,I113306721,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,1,A5001964581,John L. Humes,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,2,A5065798722,Robert J. Bonney,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,3,A5000560911,Louis M. Pelus,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,4,A5002405358,Mary Ellen Dahlgren,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,5,A5016511114,S. Sadowski,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,6,A5059479321,Frederick A. Kuehl,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2077532004,0,Macrophages synthesise and release prostaglandins in response to inflammatory stimuli,1977-09-01,556,journal-article,561892,7,A5033506006,P.L. Davies,"Merck Institute for Therapeutic Research, Rahway,",MSD (United States),I1285764155,1
W2029856705,31,Hyperalgesia Induced by Naloxone Follows Diurnal Rhythm in Responsivity to Painful Stimuli,1977-11-18,360,journal-article,561998,1,A5091544846,Robert C.A. Frederickson,"Lilly Research Laboratories, Eli Lilly and Company, Indianapolis, Indiana 46206",Eli Lilly (United States),I168537998,1
W2029856705,31,Hyperalgesia Induced by Naloxone Follows Diurnal Rhythm in Responsivity to Painful Stimuli,1977-11-18,360,journal-article,561998,2,A5030876137,V. Burgis,"Lilly Research Laboratories, Eli Lilly and Company, Indianapolis, Indiana 46206",Eli Lilly (United States),I168537998,1
W2029856705,31,Hyperalgesia Induced by Naloxone Follows Diurnal Rhythm in Responsivity to Painful Stimuli,1977-11-18,360,journal-article,561998,3,A5065575575,J. D. Edwards,"Lilly Research Laboratories, Eli Lilly and Company, Indianapolis, Indiana 46206",Eli Lilly (United States),I168537998,1
W2040175583,93,Mouse L cell mitochondrial DNA molecules are selected randomly for replication throughout the cell cycle,1977-08-01,285,journal-article,560914,1,A5064165292,Daniel F. Bogenhagen,"Laboratory of Experimental Oncology, Department of Pathology, Stanford University School of Medicine, Stanford, California 94305 USA",Stanford University,I97018004,1
W2040175583,93,Mouse L cell mitochondrial DNA molecules are selected randomly for replication throughout the cell cycle,1977-08-01,285,journal-article,560914,2,A5030772028,David A. Clayton,"Laboratory of Experimental Oncology, Department of Pathology, Stanford University School of Medicine, Stanford, California 94305 USA",Stanford University,I97018004,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,1,A5000106724,Albert Deisseroth,"Experimental Hematology Section Pediatric Oncology Branch National Cancer Institute Bethesda, Maryland 20014 USA",National Cancer Institute,I4210140884,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,2,A5027674192,Arthur W. Nienhuis,"Molecular Hematology Branch National Heart, Lung and Blood Institute, Bethesda, Maryland 20014 USA",National Heart Lung and Blood Institute,I4210106489,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,3,A5070039822,Patricia A. Turner,"Molecular Hematology Branch National Heart, Lung and Blood Institute, Bethesda, Maryland 20014 USA",National Heart Lung and Blood Institute,I4210106489,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,4,A5090895123,Ramón Vélez,"Molecular Hematology Branch National Heart, Lung and Blood Institute, Bethesda, Maryland 20014 USA",National Heart Lung and Blood Institute,I4210106489,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,5,A5089860825,W. French Anderson,"Molecular Hematology Branch National Heart, Lung and Blood Institute, Bethesda, Maryland 20014 USA",National Heart Lung and Blood Institute,I4210106489,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,6,A5089701671,Frank H. Ruddle,"Department of Biology Yale University New Haven, Connecticut 06520, USA",Yale University,I32971472,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,7,A5080170366,Jeanne B. Lawrence,"Department of Biology Yale University New Haven, Connecticut 06520, USA",Yale University,I32971472,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,8,A5091406318,R.P. Creagan,"Department of Biology Yale University New Haven, Connecticut 06520, USA",Yale University,I32971472,1
W1996507241,159,Localization of the human α-globin structural gene to chromosome 16 in somatic cell hybrids by molecular hybridization assay,1977-09-01,276,journal-article,561664,9,A5065537887,Raju Kucherlapati,"Department of Biology Yale University New Haven, Connecticut 06520, USA",Yale University,I32971472,1
W2161076846,59,A pseudogene structure in 5S DNA of Xenopus laevis,1977-09-01,270,journal-article,561661,1,A5073621053,Claude Jacq,,,,1
W2161076846,59,A pseudogene structure in 5S DNA of Xenopus laevis,1977-09-01,270,journal-article,561661,2,A5078953147,Jim Miller,"MRC Laboratory of Molecular Biology Hills Road Cambridge, CB2 2QH England",MRC Laboratory of Molecular Biology,I170203145,1
W2161076846,59,A pseudogene structure in 5S DNA of Xenopus laevis,1977-09-01,270,journal-article,561661,3,A5024707141,George G. Brownlee,"MRC Laboratory of Molecular Biology Hills Road Cambridge, CB2 2QH England",MRC Laboratory of Molecular Biology,I170203145,1
W2049312278,0,Chlordiazepoxide selectively augments GABA action in spinal cord cell cultures,1977-09-01,264,journal-article,561893,1,A5070241434,Dong Wook Choi,"Department of Pharmacology, Harvard Medical School, Boston.",Harvard University,I136199984,1
W2049312278,0,Chlordiazepoxide selectively augments GABA action in spinal cord cell cultures,1977-09-01,264,journal-article,561893,2,A5000768396,David H. Farb,"Department of Pharmacology, Harvard Medical School, Boston.",Harvard University,I136199984,1
W2049312278,0,Chlordiazepoxide selectively augments GABA action in spinal cord cell cultures,1977-09-01,264,journal-article,561893,3,A5039163206,Gerald D. Fischbach,"Department of Pharmacology, Harvard Medical School, Boston.",Harvard University,I136199984,1
W2064008318,73,Influence of histone H1 on chromatin structure,1977-09-01,264,journal-article,561660,1,A5082592224,Fritz Thoma,"Institut für Zellbiologie Eidgenössisch Technische Hochschule Hönggerberg Zürich, Switzerland",,,1
W2064008318,73,Influence of histone H1 on chromatin structure,1977-09-01,264,journal-article,561660,2,A5021372698,Th. Koller,"Institut für Zellbiologie Eidgenössisch Technische Hochschule Hönggerberg Zürich, Switzerland",,,1
W2057637267,0,In vitro duplication and ‘cure’ of haemopoietic defects in genetically anaemic mice,1977-09-01,189,journal-article,561894,1,A5045579079,T. M. Dexter,"Paterson Laboratories, Christie Hospital and Holt Radium Institute, Withington, UK",The Christie Hospital,I4210131968,1
W2057637267,0,In vitro duplication and ‘cure’ of haemopoietic defects in genetically anaemic mice,1977-09-01,189,journal-article,561894,1,A5045579079,T. M. Dexter,"Paterson Laboratories, Christie Hospital and Holt Radium Institute, Withington, UK",Cancer Research UK Manchester Institute,I4210129527,2
W2057637267,0,In vitro duplication and ‘cure’ of haemopoietic defects in genetically anaemic mice,1977-09-01,189,journal-article,561894,2,A5091124074,Malcolm A.S. Moore,"Sloan Kettering Institute for Cancer Research, New York,",Kettering University,I39965400,1
W1520513696,111,"Regulation of chondroitin sulfate synthesis. Effect of beta-xylosides on synthesis of chondroitin sulfate proteoglycan, chondroitin sulfate chains, and core protein.",1977-09-01,177,journal-article,561070,1,A5053781253,Nancy B. Schwartz,,,,1
W1519078080,126,Structure of the tubulin dimer.,1977-10-01,167,journal-article,561780,1,A5060769865,Richard F. Ludueña,,,,1
W1519078080,126,Structure of the tubulin dimer.,1977-10-01,167,journal-article,561780,2,A5044790288,Eric M. Shooter,,,,1
W1519078080,126,Structure of the tubulin dimer.,1977-10-01,167,journal-article,561780,3,A5041838834,Leslie Wilson,,,,1
W2082873409,118,Selective release of chromosomal proteins during limited DNAase 1 digestion of avian erythrocyte chromatin,1977-10-01,163,journal-article,562236,1,A5080135086,G. Vidali,"The Rockefeller University, New York, New York 10021, USA",Rockefeller University,I83399316,1
